"","recency","frequenci","monitery"
"1",2.31655692149055,-0.0690631951458575,-0.874591315942656
"2",-0.888757962750981,0.0189668131241771,0.830054705495469
"3",-0.164336951761409,-0.0338511918378436,0.369353353952135
"4",-0.729980754862856,-0.0866691967998644,3.99130295432417
"5",2.16770328909543,-0.0866691967998644,0.0512173631715814
"6",-0.551356395988715,0.0893908197402048,-0.485630357158964
"7",1.1158042868366,-0.0866691967998644,-0.628188886393711
"8",1.39366440064082,-0.0866691967998644,2.11379949815994
"9",1.21504004176668,-0.0866691967998644,0.397288191189762
"10",-0.690286452890825,-0.0514571934918505,1.71995243876442
"11",-0.581127122467738,-0.0866691967998644,16.3117566597663
"12",-0.898681538243989,-0.0690631951458575,0.74233464955701
"13",-0.839140085285942,0.00136081147017021,2.00726966874053
"14",-0.392579188100589,-0.0514571934918505,1.58210550654822
"15",1.93946105275625,-0.0866691967998644,-0.348840514017436
"16",-0.878834387257974,0.124602823048219,0.223162387864085
"17",0.173064615000858,-0.0690631951458575,-0.110466927678513
"18",-0.839140085285942,-0.0338511918378436,0.0342598925986905
"19",1.97915535472828,-0.0514571934918505,-0.578640772376922
"20",-0.868910811764966,-0.0866691967998644,-0.40698041312449
"21",-0.402502763593597,-0.0338511918378436,1.57952843244891
"22",-0.471967792044652,-0.0690631951458575,1.73888020591816
"23",-0.20403125373344,-0.0514571934918505,0.323312090992596
"24",2.17762686458844,-0.0866691967998644,0.134828075220774
"25",-0.660515726411801,-0.0866691967998644,1.18225988613372
"26",-0.888757962750981,-0.0514571934918505,-0.45430444528655
"27",2.21732116656047,-0.0690631951458575,1.37918803010919
"28",0.371536124861014,-0.0866691967998644,10.2235402249393
"29",-0.104795498803362,-0.0514571934918505,-0.0898964776611119
"30",-0.700210028383833,-0.0162451901838367,0.631819007054371
"31",-0.868910811764966,0.00136081147017021,-0.0421940747270858
"32",0.917332776976446,0.00136081147017021,-0.0258826030331623
"33",-0.630744999932778,-0.0514571934918505,-0.352107422633927
